TAG,Packer,mPerf,"","Base_Perform","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mPerfState_Holding,"Holding Value of Performance State","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mProductPointer,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mRA_Asset,"","Base_RA_Asset","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mRecipeActualProcedure,"Actual Oven Procedure","Base_Temp_Recipe_Procedure","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mRecipeTargetProcedure,"Target Oven Procedure Recipe","Base_Temp_Recipe_Procedure[5]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mRecipeTargetProcedures,"","Base_Recipe_Procedure","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mScrapParts,"Scrap Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mShiftGParts,"Shift Good Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mShiftSParts,"Shift Scrap Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mShiftTParts,"Shift Total Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mStartEnergy,"This is the energy at the start of the MIX","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mState,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mStateFilterDelay,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mStepControl,"","StepLogic[10]","","(Constant := false, ExternalAccess := Read/Write)"
COMMENT,Packer,mStepControl,"Start Step 1",,"mStepControl[1].CONTROL.0"
COMMENT,Packer,mStepControl,"Step 1 Active",,"mStepControl[1].CONTROL.1"
COMMENT,Packer,mStepControl,"Step 1 Timer",,"mStepControl[1].INSTEPTIMER"
COMMENT,Packer,mStepControl,"Step 1 Timer$NDone",,"mStepControl[1].INSTEPTIMER.DN"
COMMENT,Packer,mStepControl,"Step 2 Active",,"mStepControl[2].CONTROL.1"
COMMENT,Packer,mStepControl,"Step 2 Timer",,"mStepControl[2].INSTEPTIMER"
COMMENT,Packer,mStepControl,"Step 2 Timer$NDone",,"mStepControl[2].INSTEPTIMER.DN"
COMMENT,Packer,mStepControl,"Step 3 Active",,"mStepControl[3].CONTROL.1"
COMMENT,Packer,mStepControl,"Step 3 Timer",,"mStepControl[3].INSTEPTIMER"
COMMENT,Packer,mStepControl,"Step 3 Timer$NDone",,"mStepControl[3].INSTEPTIMER.DN"
COMMENT,Packer,mStepControl,"Step 4 Active",,"mStepControl[4].CONTROL.1"
COMMENT,Packer,mStepControl,"Step 4 Timer",,"mStepControl[4].INSTEPTIMER"
COMMENT,Packer,mStepControl,"Step 4 Timer$NDone",,"mStepControl[4].INSTEPTIMER.DN"
COMMENT,Packer,mStepControl,"Step 5 Active",,"mStepControl[5].CONTROL.1"
COMMENT,Packer,mStepControl,"Step 5 Timer",,"mStepControl[5].INSTEPTIMER"
COMMENT,Packer,mStepControl,"Step 5 Timer$NDone",,"mStepControl[5].INSTEPTIMER.DN"
COMMENT,Packer,mStepControl,"Step 6 Active",,"mStepControl[6].CONTROL.1"
COMMENT,Packer,mStepControl,"Step 6 Timer",,"mStepControl[6].INSTEPTIMER"
COMMENT,Packer,mStepControl,"Step 6 Timer$NDone",,"mStepControl[6].INSTEPTIMER.DN"
COMMENT,Packer,mStepControl,"Step 7 Active",,"mStepControl[7].CONTROL.1"
COMMENT,Packer,mStepControl,"Step 7 Timer",,"mStepControl[7].INSTEPTIMER"
COMMENT,Packer,mStepControl,"Step 7 Timer$NDone",,"mStepControl[7].INSTEPTIMER.DN"
COMMENT,Packer,mStepControl,"Step 8 Active",,"mStepControl[8].CONTROL.1"
COMMENT,Packer,mStepControl,"Step 8 Timer",,"mStepControl[8].INSTEPTIMER"
COMMENT,Packer,mStepControl,"Step 8 Timer$NDone",,"mStepControl[8].INSTEPTIMER.DN"
COMMENT,Packer,mStepControl,"Step 9 Active",,"mStepControl[9].CONTROL.1"
COMMENT,Packer,mStepControl,"Step 9 Timer",,"mStepControl[9].INSTEPTIMER"
COMMENT,Packer,mStepControl,"Step 9 Timer$NDone",,"mStepControl[9].INSTEPTIMER.DN"
TAG,Packer,mStepEnergy,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mTotalPartODO,"Total Part Odometer","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mTotalParts,"Total Parts","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mTransfer_Energy,"This is the energy constants used for electrical usage","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,mWorkcell,"Packer Workcell","FTM_Workcell","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,PackerVFD,"","LB_VFD_Ramp","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,PackerVFD_REQ,"","Base_VFD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,PerCentLoad,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,ProdID_Energy,"Transfer Energy by ProductID","REAL[5]","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,R,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,RANDOM,"Random Number < 1","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,RANDOM1M,"1 Minus Random/10","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,RANDOM1P,"1 Plus Random/10","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,RANDOMP1,"Random /10","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,Recipe_IdealCT,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,Transfer_Gap,"Used for Separation of Machine function","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,WD_Counter,"WatchDog Counter","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,WD_HIST,"","Base_WD[10]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Packer,CP_GlueTemp_Alarm,"Case Packer Glue Temperature Alarm","ALARM_ANALOG","","(ExternalAccess := Read/Write, EnableIn := true, InFault := false, HHEnabled := false, HEnabled := true, LEnabled := false, LLEnabled := false, AckRequired := true, ProgAckAll := false, OperAckAll := false, HHProgAck := false, HHOperAck := false, HProgAck := false, HOperAck := false, LProgAck := false, LOperAck := false, LLProgAck := false, LLOperAck := false, ROCPosProgAck := false, ROCPosOperAck := false, ROCNegProgAck := false, ROCNegOperAck := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, HHOperShelve := false, HOperShelve := false, LOperShelve := false, LLOperShelve := false, ROCPosOperShelve := false, ROCNegOperShelve := false, ProgUnshelveAll := false, HHOperUnshelve := false, HOperUnshelve := false, LOperUnshelve := false, LLOperUnshelve := false, ROCPosOperUnshelve := false, ROCNegOperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, HHMinDurationEnable := true, HMinDurationEnable := true, LMinDurationEnable := true, LLMinDurationEnable := true, In := 154.27672, HHLimit := 201.0, HHSeverity := 500, HLimit := 180.0, HSeverity := 500, LLimit := 60.0, LSeverity := 500, LLLimit := 45.0, LLSeverity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, Deadband := 0.0, ROCPosLimit := 0.0, ROCPosSeverity := 500, ROCNegLimit := 0.0, ROCNegSeverity := 500, ROCPeriod := 0.0, AssocTag3 := ""AlarmRC[0]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Packer,CP_GlueTemp_Alarm,"Case Packer - Glue Temperature Alarm - HH. The limit is: /*N:5 %LimitValue NOFILL DP:1*/.",,"HH"
ALMMSG:en-US,Packer,CP_GlueTemp_Alarm,"Case Packer - Glue Temperature Alarm - H. The limit is: /*N:5 %LimitValue NOFILL DP:1*/.",,"H"
ALMMSG:en-US,Packer,CP_GlueTemp_Alarm,"Case Packer - Glue Temperature Alarm - L. The limit is: /*N:5 %LimitValue NOFILL DP:1*/.",,"L"
ALMMSG:en-US,Packer,CP_GlueTemp_Alarm,"Case Packer - Glue Temperature Alarm - LL. The limit is: /*N:5 %LimitValue NOFILL DP:1*/.",,"LL"
TAG,Packer,CP_LabelMiss_Alarm,"Case Packer Label missing Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false, AssocTag3 := ""AlarmRC[2]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Packer,CP_LabelMiss_Alarm,"Case Packer - Label missing.",,"AM"
TAG,Packer,CP_NoGlue_Alarm,"Case Packer No Glue in place Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false, AssocTag3 := ""AlarmRC[1]"", AssocTag4 := ""mMachineUDT.CRID"")"
ALMMSG:en-US,Packer,CP_NoGlue_Alarm,"Case Packer - NO Glue in place Alarm. Replace cartridge.",,"AM"
TAG,Packer,CP_NoMaterial_Alarm,"Case Packer No packing material Alarm","ALARM_DIGITAL","","(ExternalAccess := Read/Write, Severity := 500, MinDurationPRE := 0, ShelveDuration := 0, MaxShelveDuration := 0, ProgTime := ""DT#1969-12-31-16:00:00.000_000(UTC-08:00)"", EnableIn := false, In := false, InFault := false, Condition := true, AckRequired := true, Latched := false, ProgAck := false, OperAck := false, ProgReset := false, OperReset := false, ProgSuppress := false, OperSuppress := false, ProgUnsuppress := false, OperUnsuppress := false, OperShelve := false, ProgUnshelve := false, OperUnshelve := false, ProgDisable := false, OperDisable := false, ProgEnable := false, OperEnable := false, AlarmCountReset := false, UseProgTime := false)"
ALMMSG:en-US,Packer,CP_NoMaterial_Alarm,"Case Packer - NO packing material - Case Packer STOPPED.",,"AM"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,Palletizer,AlarmRC,"Alarm Reason Codes","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,Alarm_Control,"Alarm Control Word","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Palletizer,Alarm_Control,"Mixer Speed Alarm Enable",,"Alarm_Control[0].0"
COMMENT,Palletizer,Alarm_Control,"Top Alarm Button from HMI",,"Alarm_Control[0].3"
COMMENT,Palletizer,Alarm_Control,"PL Door Alm$Nfrom random mode",,"Alarm_Control[1].0"
COMMENT,Palletizer,Alarm_Control,"Door is Open",,"Alarm_Control[1].1"
COMMENT,Palletizer,Alarm_Control,"Mixer Door Close Request from HMI",,"Alarm_Control[1].2"
COMMENT,Palletizer,Alarm_Control,"HMI 2nd Alarm$NOption Button",,"Alarm_Control[1].3"
COMMENT,Palletizer,Alarm_Control,"Scrap Mix",,"Alarm_Control[2].0"
COMMENT,Palletizer,Alarm_Control,"HMI 3rd Alarm$NOption Button",,"Alarm_Control[2].3"
COMMENT,Palletizer,Alarm_Control,"HMI 4th Alarm$NOption Button",,"Alarm_Control[3].3"
COMMENT,Palletizer,Alarm_Control,"Machine Fault$NSet by HMI",,"Alarm_Control[9].0"
COMMENT,Palletizer,Alarm_Control,"Machine Fault",,"Alarm_Control[9].1"
COMMENT,Palletizer,Alarm_Control,"Machine Fault Reset",,"Alarm_Control[9].2"
TAG,Palletizer,AR,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,ARB,"Random Interm Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,CycleTime,"","Base_CycleTime","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,CycleTimeValid_Timer,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,EnergyDataTimer,"Energy Unit Signal Delay Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,EnergySignal,"Energy Unit Valid Consume Data","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,FAULT,"","DINT[11]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Palletizer,FAULT,"Time Stamp 1 of 2",,"FAULT[0]"
COMMENT,Palletizer,FAULT,"Time Stamp 2 of 2",,"FAULT[1]"
COMMENT,Palletizer,FAULT,"Lower 16 bits$NFault Type$NUpper 16 bits$NFault Code",,"FAULT[2]"
TAG,Palletizer,FaultHoldSpeed,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,FaultReasonCode,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,FAULT_Code,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,FAULT_RESET,"","DINT[11]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,FAULT_Type,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,LAST_ScanTime_us,"Last Scan Time in microseconds","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,LAST_WD_TS,"","Base_WD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,LGHCounter,"","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,LGHTimer,"LGH Step 1 Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,MasterDetail,"","Base_Case","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mControl,"Control Word","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Palletizer,mControl,"Machine UDT Step String Update String",,"mControl.0"
COMMENT,Palletizer,mControl,"Signal Energy Storage",,"mControl.4"
COMMENT,Palletizer,mControl,"We DONT have an Alarm",,"mControl.6"
COMMENT,Palletizer,mControl,"Cycle Complete$NCheck for Starve Condition",,"mControl.7"
COMMENT,Palletizer,mControl,"Run Next Cycle",,"mControl.8"
COMMENT,Palletizer,mControl,"One-Shot Control Bit",,"mControl.13"
COMMENT,Palletizer,mControl,"Idle Mode",,"mControl.14"
COMMENT,Palletizer,mControl,"Manual Set$NStarve Condition",,"mControl.15"
COMMENT,Palletizer,mControl,"Enable AutoStart First Scan",,"mControl.16"
COMMENT,Palletizer,mControl,"AutoStart first Scan",,"mControl.17"
COMMENT,Palletizer,mControl,"Alarm Present",,"mControl.18"
COMMENT,Palletizer,mControl,"Block Line Update$NBatchID",,"mControl.19"
COMMENT,Palletizer,mControl,"Machine Running",,"mControl.20"
COMMENT,Palletizer,mControl,"Machine Available",,"mControl.21"
COMMENT,Palletizer,mControl,"Set BatchID$NTo$NNOBatchID",,"mControl.22"
COMMENT,Palletizer,mControl,"One-Shot Control Bit",,"mControl.23"
COMMENT,Palletizer,mControl,"One-Shot Control Bit",,"mControl.24"
COMMENT,Palletizer,mControl,"Reset Button$NMust be in Single Cycle Mode",,"mControl.25"
COMMENT,Palletizer,mControl,"Start$NUse this for One-Shot Start Button",,"mControl.26"
COMMENT,Palletizer,mControl,"One-Shot Control Bit",,"mControl.27"
COMMENT,Palletizer,mControl,"Stop Machine",,"mControl.28"
COMMENT,Palletizer,mControl,"Actual Start Button",,"mControl.29"
COMMENT,Palletizer,mControl,"Auto Mode",,"mControl.30"
COMMENT,Palletizer,mControl,"Single Cycle",,"mControl.31"
TAG,Palletizer,mControl1,"Control Word","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Palletizer,mControl1,"Deep Reset",,"mControl1.12"
COMMENT,Palletizer,mControl1,"RA_AssetData1",,"mControl1.21"
COMMENT,Palletizer,mControl1,"RA_AssetData2",,"mControl1.22"
TAG,Palletizer,mCT,"Snapshot CycleTime","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mCycleCount,"Machine Cycle Count","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mCycleTimer,"Overall Cycle time Timer -","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mDemandHold,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mDemandStart,"Demand kWh Starting Value","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mDemandTimer,"Demand Timer","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mEnergy,"Mixer","Base_Unit_Energy","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mEnergyTransferIN,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mEnergyTransferOUT,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mEnergy_Storage,"","Base_Unit_Energy","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,MetricsResetPartCounters,"From HMI to Reset Metrics Part Counters These are ones less than 30K","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mGoodPartODO,"Good Part Odometer","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mGoodParts,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mIdealCycleTime,"Ideal Cycle Time$NSeconds per Part","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mIndexStackControl,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,Palletizer,mIndexStackControl,"Stack is Ready for next Case",,"mIndexStackControl.0"
COMMENT,Palletizer,mIndexStackControl,"Index and Seal Sequence Complete",,"mIndexStackControl.1"
COMMENT,Palletizer,mIndexStackControl,"In Stack Mode$NStart Signaling Case Packer",,"mIndexStackControl.2"
TAG,Palletizer,mIndexTimer,"Index Timer$NAfter Index wait for next Case from Pack","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mIndex_Count,"Index Counter$NCounts the Cases on a single Row (8)","COUNTER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mLGHFault,"","Base_LGH_Mode","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Palletizer,mMachineUDT,"","MachineUDT","","(Constant := false, ExternalAccess := Read/Write)"
COMMENT,Palletizer,mMachineUDT,"Machine ID intended to be Machine 1 Line 1 Plant 12",,"mMachineUDT.MACHINEID"
